nombre,error,error_train,dif_error
RandomForest_10_30_1_185,0.023321879008285185,0.004998352500853376,0.018323526507431808
RandomForest_10_30_1_200,0.025862377629796277,0.005033466169654709,0.02082891146014157
RandomForest_10_30_5_20,0.03191893300258774,0.019817779006377413,0.012101153996210326
RandomForest_10_30_5_35,0.02626569777916974,0.015582646191668326,0.010683051587501415
RandomForest_10_30_5_50,0.02706111798685715,0.01519619240492559,0.01186492558193156
RandomForest_10_30_5_65,0.026958021587627976,0.013805221385675382,0.013152800201952594
RandomForest_10_30_5_80,0.02515907573584211,0.013332988273143257,0.011826087462698852
RandomForest_10_30_5_95,0.025620886295298434,0.012676129724377285,0.012944756570921149
RandomForest_10_30_5_110,0.02611780320083746,0.013766303094299366,0.012351500106538094
RandomForest_10_30_5_125,0.025386851486606642,0.012528803900275953,0.01285804758633069
RandomForest_10_30_5_140,0.02417353649102163,0.0132810202820109,0.010892516209010729
RandomForest_10_30_5_155,0.026193762538317126,0.012884445751300887,0.013309316787016238
RandomForest_10_30_5_170,0.026624098519918184,0.012156940470958983,0.0144671580489592
RandomForest_10_30_5_185,0.026522728581592957,0.012832538092220597,0.01369019048937236
RandomForest_10_30_5_200,0.025250967344131656,0.012571456599617774,0.012679510744513883
RandomForest_10_30_9_20,0.03435202048825817,0.02393066871371705,0.010421351774541118
RandomForest_10_30_9_35,0.03174528029144916,0.022177132478149283,0.009568147813299874
RandomForest_10_30_9_50,0.028695678711805343,0.01888297334571435,0.009812705366090992
RandomForest_10_30_9_65,0.027284604085700718,0.018155944571042568,0.00912865951465815
RandomForest_10_30_9_80,0.02898706363539631,0.018321392521425395,0.010665671113970914
RandomForest_10_30_9_95,0.02821053396574947,0.018852226098737327,0.009358307867012142
RandomForest_10_30_9_110,0.027648934478463092,0.017976805408622332,0.00967212906984076
RandomForest_10_30_9_125,0.026610746347072795,0.01783469967179563,0.008776046675277167
RandomForest_10_30_9_140,0.025492667244380235,0.016850609809844215,0.00864205743453602
RandomForest_10_30_9_155,0.02666227900205277,0.01754863929085335,0.009113639711199422
RandomForest_10_30_9_170,0.026640650689282317,0.017253895979862932,0.009386754709419385
RandomForest_10_30_9_185,0.02868875982503635,0.017558636416297003,0.011130123408739347
RandomForest_10_30_9_200,0.027063395281116356,0.016634844076396642,0.010428551204719715
RandomForest_10_30_13_20,0.038144267813868676,0.029513765608501323,0.008630502205367353
RandomForest_10_30_13_35,0.033657080108766134,0.025059317530738243,0.008597762578027891
RandomForest_10_30_13_50,0.032279973275728124,0.02272950905564684,0.009550464220081285
RandomForest_10_30_13_65,0.02972531779143204,0.021636892563224038,0.008088425228208001
RandomForest_10_30_13_80,0.0288281154596529,0.021341059694662455,0.007487055764990445
RandomForest_10_30_13_95,0.027817529655619424,0.020771175700558968,0.007046353955060456
RandomForest_10_30_13_110,0.02708604323480761,0.020021795895744102,0.007064247339063509
RandomForest_10_30_13_125,0.030371048414911155,0.02152629457154522,0.008844753843365936
RandomForest_10_30_13_140,0.02772815155417491,0.02039576160416503,0.0073323899500098814
RandomForest_10_30_13_155,0.0277856888482508,0.020367840605431897,0.007417848242818902
RandomForest_10_30_13_170,0.029710479442689577,0.020580232195316038,0.00913024724737354
RandomForest_10_30_13_185,0.02851989549688011,0.020340479004881958,0.008179416491998152
RandomForest_10_30_13_200,0.02788958593828774,0.01904155116854948,0.00884803476973826
RandomForest_10_30_17_20,0.03872195740143479,0.03188828813140426,0.006833669270030526
RandomForest_10_30_17_35,0.03322989229145376,0.02632102642353501,0.006908865867918751
RandomForest_10_30_17_50,0.03170686931800315,0.025033377526475803,0.006673491791527347
RandomForest_10_30_17_65,0.03033354686891827,0.024077090681564578,0.006256456187353692
RandomForest_10_30_17_80,0.031024754181777765,0.023933226790259724,0.0070915273915180405
RandomForest_10_30_17_95,0.031055320498675418,0.023126159561629816,0.007929160937045602
RandomForest_10_30_17_110,0.029248951760697993,0.023025716502447106,0.0062232352582508865
RandomForest_10_30_17_125,0.028982724582012436,0.02384669937195152,0.0051360252100609155
RandomForest_10_30_17_140,0.030613247668023574,0.023471730473837462,0.007141517194186112
RandomForest_10_30_17_155,0.031057720198175917,0.02326729657030026,0.007790423627875655
RandomForest_10_30_17_170,0.030013925610440553,0.022352601538060256,0.007661324072380297
RandomForest_10_30_17_185,0.029433870719705747,0.0228445143464146,0.006589356373291146
RandomForest_10_30_17_200,0.028351501501267338,0.02263037919560703,0.005721122305660308
RandomForest_10_50_1_20,0.02843883406570829,0.00561513563998016,0.02282369842572813
RandomForest_10_50_1_35,0.026244519951990203,0.0056288213737443115,0.02061569857824589
RandomForest_10_50_1_50,0.024066720226954788,0.004752794203261998,0.01931392602369279
RandomForest_10_50_1_65,0.02576822680080736,0.004682615252958156,0.021085611547849204
RandomForest_10_50_1_80,0.024910377400075887,0.0053943206203190975,0.01951605677975679
RandomForest_10_50_1_95,0.026630209232185086,0.005329944648646562,0.021300264583538522
RandomForest_10_50_1_110,0.024229735320683763,0.00435223362348884,0.019877501697194922
RandomForest_10_50_1_125,0.02301999052493373,0.0052807407994688565,0.017739249725464874
RandomForest_10_50_1_140,0.024563714828772676,0.005080136421458841,0.019483578407313837
RandomForest_10_50_1_155,0.02401702892148953,0.0046897670725883096,0.01932726184890122
RandomForest_10_50_1_170,0.022689155228030562,0.005220972819280668,0.017468182408749894
RandomForest_10_50_1_185,0.024509335818422493,0.005698805736666397,0.018810530081756097
RandomForest_10_50_1_200,0.023911541087851245,0.006124352022424466,0.017787189065426777
RandomForest_10_50_5_20,0.03086496180876331,0.01867591209326347,0.01218904971549984
RandomForest_10_50_5_35,0.027218271660798567,0.015621054145793282,0.011597217515005285
RandomForest_10_50_5_50,0.02737585741377369,0.015142508255400613,0.012233349158373076
RandomForest_10_50_5_65,0.02710560169364119,0.01411420411568167,0.012991397577959519
RandomForest_10_50_5_80,0.024739983585004684,0.013573245155528598,0.011166738429476086
RandomForest_10_50_5_95,0.024761142060673928,0.013248979997281089,0.011512162063392839
RandomForest_10_50_5_110,0.024412830071264446,0.013220720532168913,0.011192109539095533
RandomForest_10_50_5_125,0.025118985728367117,0.012783230317553794,0.012335755410813323
RandomForest_10_50_5_140,0.025355228254727767,0.012723265201801292,0.012631963052926475
RandomForest_10_50_5_155,0.026561733968058648,0.012456494008539983,0.014105239959518664
RandomForest_10_50_5_170,0.02578466151105407,0.012692933768914111,0.01309172774213996
RandomForest_10_50_5_185,0.024892718173489516,0.012174120791591853,0.012718597381897663
RandomForest_10_50_5_200,0.026355590173506794,0.0129738770463092,0.013381713127197594
RandomForest_10_50_9_20,0.03657419617614,0.025853504701383416,0.010720691474756586
RandomForest_10_50_9_35,0.030426022770108727,0.02114245540304699,0.009283567367061738
RandomForest_10_50_9_50,0.026955965335113016,0.019288571004766032,0.007667394330346983
RandomForest_10_50_9_65,0.027613301902196123,0.01917637932213768,0.008436922580058442
RandomForest_10_50_9_80,0.027248575270329208,0.018143006384544313,0.009105568885784895
RandomForest_10_50_9_95,0.026577817578994304,0.01706467221417667,0.009513145364817635
RandomForest_10_50_9_110,0.02696753651314042,0.01777051094345251,0.009197025569687909
RandomForest_10_50_9_125,0.027229141414179092,0.017825979418719554,0.009403161995459538
RandomForest_10_50_9_140,0.025799512062718924,0.01680808193016417,0.008991430132554754
RandomForest_10_50_9_155,0.02745273482869002,0.017450102042075016,0.010002632786615003
RandomForest_10_50_9_170,0.027130635787090265,0.018205492150744098,0.008925143636346167
RandomForest_10_50_9_185,0.026374239146900142,0.017721648073400622,0.00865259107349952
RandomForest_10_50_9_200,0.026164954060873317,0.016785863456187263,0.009379090604686054
RandomForest_10_50_13_20,0.035982041274970684,0.027542523731802708,0.008439517543167976
RandomForest_10_50_13_35,0.032459846508140495,0.024648640772449514,0.007811205735690982
RandomForest_10_50_13_50,0.02996112768494705,0.02315243212158246,0.006808695563364591
RandomForest_10_50_13_65,0.029806527849143567,0.022178935693884707,0.00762759215525886
RandomForest_10_50_13_80,0.028916492747995196,0.020749059195992008,0.008167433552003188
RandomForest_10_50_13_95,0.02897183732928784,0.021230588909210518,0.007741248420077323
RandomForest_10_50_13_110,0.029773069433754067,0.020140237150888304,0.009632832282865763
RandomForest_10_50_13_125,0.028285152497127222,0.020962420286744398,0.007322732210382824
RandomForest_10_50_13_140,0.027560078357793037,0.02096087524409319,0.006599203113699846
RandomForest_10_50_13_155,0.028350158444053357,0.020407791866525356,0.007942366577528
RandomForest_10_50_13_170,0.02698340426627886,0.019767107869383016,0.007216296396895843
RandomForest_10_50_13_185,0.029241114873369858,0.020033216452502584,0.009207898420867274
RandomForest_10_50_13_200,0.027312377538870825,0.019460607671000274,0.007851769867870551
RandomForest_10_50_17_20,0.038361244688974554,0.03142217003597102,0.006939074653003537
RandomForest_10_50_17_35,0.0341153922329909,0.026526732356564244,0.0075886598764266545
RandomForest_10_50_17_50,0.029929413662843393,0.024122814283850172,0.005806599378993221
RandomForest_10_50_17_65,0.03139031237992168,0.023938446550559468,0.007451865829362213
RandomForest_10_50_17_80,0.02928306508485294,0.022972201080013775,0.006310864004839167
RandomForest_10_50_17_95,0.030843136765617375,0.02354023197265461,0.007302904792962764
RandomForest_10_50_17_110,0.03126572437236691,0.023688962433251914,0.007576761939114995
RandomForest_10_50_17_125,0.02943632779404129,0.023078349585352813,0.0063579782086884765
RandomForest_10_50_17_140,0.0304429798987407,0.023435045798203318,0.007007934100537381
RandomForest_10_50_17_155,0.02929680023713755,0.022714689362023605,0.006582110875113945
RandomForest_10_50_17_170,0.0291238618146472,0.0223800522127838,0.006743809601863403
RandomForest_10_50_17_185,0.02954052719396852,0.021828672939984056,0.0077118542539844626
RandomForest_10_50_17_200,0.0286650001865169,0.021937018137222253,0.006727982049294645
RandomForest_10_70_1_20,0.02728699475985338,0.005931948874779439,0.02135504588507394
RandomForest_10_70_1_35,0.025071888234435614,0.0059432552933513195,0.019128632941084293
RandomForest_10_70_1_50,0.023925646017872584,0.005009634908141699,0.018916011109730884
RandomForest_10_70_1_65,0.026281226405107192,0.004759946599628091,0.0215212798054791
RandomForest_10_70_1_80,0.024463977311198985,0.004984400419350487,0.019479576891848496
RandomForest_10_70_1_95,0.026912927183726097,0.0059121348410466,0.021000792342679497
RandomForest_10_70_1_110,0.024194967621180653,0.004508586692807658,0.019686380928372996
RandomForest_10_70_1_125,0.026075729166012546,0.004460001156077377,0.02161572800993517
RandomForest_10_70_1_140,0.027439021216853193,0.005704809967639073,0.021734211249214118
RandomForest_10_70_1_155,0.024216829132271227,0.005182922693692826,0.019033906438578403
RandomForest_10_70_1_170,0.025908017542242104,0.005134686699643513,0.02077333084259859
RandomForest_10_70_1_185,0.024841047552782113,0.004657705356551537,0.020183342196230577
RandomForest_10_70_1_200,0.024580542439590257,0.004836822965788101,0.019743719473802157
RandomForest_10_70_5_20,0.03170860126014542,0.01971632165474707,0.011992279605398351
RandomForest_10_70_5_35,0.029281670482545492,0.01609099758810895,0.013190672894436543
RandomForest_10_70_5_50,0.02878993324979092,0.01575599917015225,0.013033934079638671
RandomForest_10_70_5_65,0.025964282040792132,0.013916202207046088,0.012048079833746044
RandomForest_10_70_5_80,0.025322981559144975,0.013969187939408635,0.01135379361973634
RandomForest_10_70_5_95,0.02452529542688987,0.013402112958775947,0.011123182468113923
RandomForest_10_70_5_110,0.025559961013386315,0.013076781618680254,0.012483179394706062
RandomForest_10_70_5_125,0.024711744913582304,0.012399188989555361,0.012312555924026943
RandomForest_10_70_5_140,0.024974314669497125,0.012729494523790272,0.012244820145706853
RandomForest_10_70_5_155,0.025246889974639072,0.013079404063738748,0.012167485910900324
RandomForest_10_70_5_170,0.025135709039948672,0.012694969004434222,0.01244074003551445
RandomForest_10_70_5_185,0.027737392240441857,0.013199247966561968,0.014538144273879889
RandomForest_10_70_5_200,0.02694710941094518,0.012385401850705288,0.014561707560239893
RandomForest_10_70_9_20,0.03624431322407069,0.025057377580664262,0.01118693564340643
RandomForest_10_70_9_35,0.029027375114566822,0.02021781508121728,0.008809560033349543
RandomForest_10_70_9_50,0.02778057449745541,0.020507174827796674,0.0072733996696587346
RandomForest_10_70_9_65,0.029097401245765358,0.018609801802598015,0.010487599443167343
RandomForest_10_70_9_80,0.02776196824065642,0.019830104817829135,0.007931863422827284
RandomForest_10_70_9_95,0.027324673047047495,0.01855833823539898,0.008766334811648516
RandomForest_10_70_9_110,0.02841318921307593,0.018518099264739917,0.009895089948336013
RandomForest_10_70_9_125,0.026620488825482975,0.017041407812385487,0.009579081013097488
RandomForest_10_70_9_140,0.02761649135258588,0.01671759680831271,0.010898894544273171
RandomForest_10_70_9_155,0.02853524863205085,0.01716964548533935,0.011365603146711499
RandomForest_10_70_9_170,0.027060046294099832,0.017126567607130296,0.009933478686969536
RandomForest_10_70_9_185,0.025907332647663085,0.01685507098576228,0.009052261661900804
RandomForest_10_70_9_200,0.02687149231101901,0.0168800423678504,0.009991449943168609
RandomForest_10_70_13_20,0.03501780694045241,0.02687671425908843,0.008141092681363978
RandomForest_10_70_13_35,0.03431978445184456,0.0249566806335591,0.009363103818285461
RandomForest_10_70_13_50,0.032281441636855604,0.02384755088588053,0.008433890750975073
RandomForest_10_70_13_65,0.029254307733717993,0.020940043653547055,0.008314264080170938
RandomForest_10_70_13_80,0.02808446178320912,0.021213072163647245,0.006871389619561876
RandomForest_10_70_13_95,0.029581669436268065,0.020332084183896884,0.00924958525237118
RandomForest_10_70_13_110,0.028420432649717334,0.021594545734960186,0.006825886914757148
RandomForest_10_70_13_125,0.029105023413534024,0.02080040304251067,0.008304620371023353
RandomForest_10_70_13_140,0.028612215423294934,0.01991257778698265,0.008699637636312284
RandomForest_10_70_13_155,0.02868188905462781,0.020676513835848898,0.008005375218778914
RandomForest_10_70_13_170,0.028824504826666476,0.020358431637331184,0.008466073189335292
RandomForest_10_70_13_185,0.027748577767313366,0.020051892867301715,0.007696684900011651
RandomForest_10_70_13_200,0.029421183893467606,0.01971644983536586,0.009704734058101745
RandomForest_10_70_17_20,0.040982899374713465,0.03319038202732621,0.007792517347387257
RandomForest_10_70_17_35,0.03356310492996632,0.02599971506705699,0.007563389862909331
RandomForest_10_70_17_50,0.03205499577854062,0.024749776761791097,0.00730521901674952
RandomForest_10_70_17_65,0.031320263884217416,0.023465798256477637,0.007854465627739778
RandomForest_10_70_17_80,0.03140522178842194,0.024089549885809795,0.0073156719026121475
RandomForest_10_70_17_95,0.028316897914214906,0.023227468618724906,0.00508942929549
RandomForest_10_70_17_110,0.029415934202053268,0.022479535806860428,0.00693639839519284
RandomForest_10_70_17_125,0.03028451520353796,0.022526118420672363,0.007758396782865596
RandomForest_10_70_17_140,0.02971175957246263,0.022978268883651735,0.0067334906888108954
RandomForest_10_70_17_155,0.028984425443346628,0.02260879787526448,0.006375627568082149
RandomForest_10_70_17_170,0.0291252209930217,0.022477763569621164,0.006647457423400536
RandomForest_10_70_17_185,0.02909544247064053,0.022544145640200044,0.006551296830440485
RandomForest_10_70_17_200,0.02830565177295383,0.02245868358198415,0.005846968190969682
RandomForest_10_90_1_20,0.026773494182698247,0.005746662677275362,0.021026831505422887
RandomForest_10_90_1_35,0.026542891106828614,0.006008900219701144,0.02053399088712747
RandomForest_10_90_1_50,0.02725093657140244,0.006055616862128289,0.02119531970927415
RandomForest_10_90_1_65,0.024796372495210897,0.00485413839082819,0.019942234104382707
RandomForest_10_90_1_80,0.0252974142897734,0.00464969290405023,0.02064772138572317
RandomForest_10_90_1_95,0.02589719848716433,0.004952320794803973,0.020944877692360357
RandomForest_10_90_1_110,0.02220092627469133,0.004310369276400757,0.017890556998290574
RandomForest_10_90_1_125,0.02552700169276359,0.004962726909071598,0.020564274783691994
RandomForest_10_90_1_140,0.024166815185156867,0.004550261291698922,0.019616553893457945
RandomForest_10_90_1_155,0.02326841998168248,0.005077745800707686,0.018190674180974795
RandomForest_10_90_1_170,0.024275413082473794,0.005777547131876526,0.01849786595059727
RandomForest_10_90_1_185,0.025317843279778176,0.005536025994540058,0.019781817285238118
RandomForest_10_90_1_200,0.024859468128036036,0.005011979216295305,0.01984748891174073
RandomForest_10_90_5_20,0.029266525068569152,0.018815688790535752,0.0104508362780334
RandomForest_10_90_5_35,0.026569187660162752,0.015765841366807316,0.010803346293355436
RandomForest_10_90_5_50,0.02603197796270336,0.014800457705492424,0.011231520257210935
RandomForest_10_90_5_65,0.024994124870341788,0.01313591627797005,0.011858208592371737
RandomForest_10_90_5_80,0.025097262251645068,0.01309307460075514,0.012004187650889928
RandomForest_10_90_5_95,0.025622969447529113,0.012785740184514144,0.01283722926301497
RandomForest_10_90_5_110,0.026581654189316007,0.013102951756384325,0.013478702432931682
RandomForest_10_90_5_125,0.02596825762817585,0.013015906113159463,0.012952351515016386
RandomForest_10_90_5_140,0.025049217210362493,0.013012347389694711,0.012036869820667782
RandomForest_10_90_5_155,0.0254431200524347,0.012132763706389334,0.013310356346045365
RandomForest_10_90_5_170,0.024797135779936728,0.012089590985615373,0.012707544794321355
RandomForest_10_90_5_185,0.026589264167268672,0.012011476201734641,0.014577787965534031
RandomForest_10_90_5_200,0.02588246015684317,0.012739721379117662,0.013142738777725508
RandomForest_10_90_9_20,0.03585718891525845,0.025232054058678285,0.010625134856580166
RandomForest_10_90_9_35,0.03022516589106583,0.022131234526495076,0.008093931364570754
RandomForest_10_90_9_50,0.030561094146634393,0.019096584160151982,0.01146450998648241
RandomForest_10_90_9_65,0.028947505605799728,0.017996238003287715,0.010951267602512013
RandomForest_10_90_9_80,0.027646183342994575,0.01856228999205972,0.009083893350934857
RandomForest_10_90_9_95,0.027342687841248096,0.018250884368764646,0.00909180347248345
RandomForest_10_90_9_110,0.02588720720390106,0.017753957885250533,0.008133249318650528
RandomForest_10_90_9_125,0.028174326499827682,0.017675696172227535,0.010498630327600147
RandomForest_10_90_9_140,0.026700720571826125,0.017730386741738446,0.00897033383008768
RandomForest_10_90_9_155,0.02839767157548966,0.016963552052037586,0.011434119523452073
RandomForest_10_90_9_170,0.026402467104329665,0.017096502728690205,0.00930596437563946
RandomForest_10_90_9_185,0.027658067014232283,0.016986253100285894,0.01067181391394639
RandomForest_10_90_9_200,0.026567127608462773,0.015996671965934586,0.010570455642528186
RandomForest_10_90_13_20,0.03667113080410559,0.028292521436556042,0.008378609367549548
RandomForest_10_90_13_35,0.03188249630329716,0.023520895817024916,0.008361600486272245
RandomForest_10_90_13_50,0.03082953405522925,0.022989035429819858,0.007840498625409392
RandomForest_10_90_13_65,0.029438424137245678,0.02253515833888833,0.006903265798357348
RandomForest_10_90_13_80,0.029122283300845857,0.02157556409678425,0.007546719204061608
RandomForest_10_90_13_95,0.028971618080614093,0.02084347635118412,0.008128141729429973
RandomForest_10_90_13_110,0.029203170554310213,0.020358448267838086,0.008844722286472127
RandomForest_10_90_13_125,0.028808113250175106,0.020626206556857516,0.00818190669331759
RandomForest_10_90_13_140,0.02768414262327572,0.020625684534385465,0.007058458088890256
RandomForest_10_90_13_155,0.03063691861085505,0.0200810819094852,0.01055583670136985
RandomForest_10_90_13_170,0.027931781095666925,0.02031790815834608,0.007613872937320847
RandomForest_10_90_13_185,0.028105128040176546,0.020375866432643202,0.007729261607533344
RandomForest_10_90_13_200,0.029492380367002344,0.020245388143449852,0.009246992223552492
RandomForest_10_90_17_20,0.03872714793585179,0.030773498040871008,0.00795364989498078
RandomForest_10_90_17_35,0.03375742679727587,0.026758982793416396,0.006998444003859475
RandomForest_10_90_17_50,0.032151025684073284,0.024006169997113958,0.008144855686959326
RandomForest_10_90_17_65,0.03242368359442991,0.024239181194657233,0.008184502399772677
RandomForest_10_90_17_80,0.029518214083823928,0.02345529100976484,0.0060629230740590866
RandomForest_10_90_17_95,0.030088839488941296,0.022129909554959016,0.00795892993398228
RandomForest_10_90_17_110,0.030229271827736125,0.02329114551332655,0.006938126314409574
RandomForest_10_90_17_125,0.030754108176879687,0.0230128565013615,0.007741251675518188
RandomForest_10_90_17_140,0.029271613284960956,0.022203635666699435,0.007067977618261521
RandomForest_10_90_17_155,0.029703582510684008,0.022319296141907523,0.007384286368776485
RandomForest_10_90_17_170,0.028931532636221453,0.022551968774612678,0.006379563861608775
RandomForest_10_90_17_185,0.031302320010679084,0.022874772266074383,0.008427547744604701
RandomForest_10_90_17_200,0.029749699514217024,0.021867660674117023,0.007882038840100001
RandomForest_20_10_1_20,0.026017129267211617,0.008776550567091503,0.017240578700120114
RandomForest_20_10_1_35,0.02415389712399608,0.007587782471420596,0.016566114652575487
RandomForest_20_10_1_50,0.02509232955597897,0.00641842418456706,0.018673905371411913
RandomForest_20_10_1_65,0.024981602561890626,0.006049888220288632,0.018931714341601995
RandomForest_20_10_1_80,0.024179743211768558,0.005054198939261778,0.01912554427250678
RandomForest_20_10_1_95,0.023279531166387035,0.005649519588133951,0.017630011578253085
RandomForest_20_10_1_110,0.023941409319493206,0.0053186122149292,0.018622797104564007
RandomForest_20_10_1_125,0.02346688823999046,0.005578028688348708,0.017888859551641753
RandomForest_20_10_1_140,0.023793074549784198,0.005140282749418267,0.01865279180036593
RandomForest_20_10_1_155,0.02392405144353983,0.005239193425422852,0.01868485801811698
RandomForest_20_10_1_170,0.023453841360542918,0.005442844833069388,0.01801099652747353
RandomForest_20_10_1_185,0.024380866512868575,0.00506016432450915,0.019320702188359424
RandomForest_20_10_1_200,0.02323947030409169,0.0052071742036646496,0.01803229610042704
